ibge7;Município;2010;2020;2021;2022
3133501;Itapecerica;109,38;75,12;81,52;83,60
3133600;Itapeva;145,33;114,39;107,80;107,86
3133709;Itatiaiuçu;80,17;131,75;67,44;80,42
3133758;Itaú de Minas;91,58;95,54;74,68;99,30
3133808;Itaúna;110,19;89,26;77,82;86,63
3133907;Itaverava;140,74;151,35;104,17;114,89
3134004;Itinga;127,44;90,38;82,22;99,33
3134103;Itueta;102,94;65,93;90,54;116,22
3134202;Ituiutaba;101,93;76,18;67,33;78,94
3134301;Itumirim;90,16;135,71;58,33;96,77
3134400;Iturama;108,25;88,60;73,32;85,08
3134509;Itutinga;120,00;180,56;106,82;88,14
3134608;Jaboticatubas;103,75;111,76;114,29;96,73
3134707;Jacinto;105,33;69,11;107,41;95,83
3134806;Jacuí;118,75;114,29;94,06;91,95
3134905;Jacutinga;101,44;80,58;70,14;104,51
3135001;Jaguaraçu;139,39;113,79;27,27;56,10
3135050;Jaíba;117,71;62,73;81,31;107,24
3135076;Jampruca;106,33;81,82;118,87;26,87
3135100;Janaúba;101,95;104,32;77,67;80,39
3135209;Januária;101,90;46,09;52,14;79,65
3135308;Japaraíba;157,89;95,52;76,00;108,70
3135357;Japonvar;90,83;99,07;72,22;92,86
3135407;Jeceaba;138,10;85,07;117,91;83,12
3135456;Jenipapo de Minas;140,68;21,35;80,88;71,25
3135506;Jequeri;95,68;124,00;67,74;100,79
3135605;Jequitaí;98,92;95,60;105,48;98,59
3135704;Jequitibá;118,97;165,96;101,61;100,00
3135803;Jequitinhonha;102,28;77,78;68,77;109,96
3135902;Jesuânia;106,45;74,60;96,00;169,23
3136009;Joaíma;96,25;93,19;81,48;74,72
3136108;Joanésia;118,33;179,41;49,12;89,19
3136207;João Monlevade;96,36;99,54;70,37;82,02
3136306;João Pinheiro;97,38;97,98;87,41;92,93
3136405;Joaquim Felício;169,77;102,08;75,00;141,18
3136504;Jordânia;119,59;97,32;76,36;106,36
3136520;José Gonçalves de Minas;235,29;43,33;122,86;85,42
3136579;Josenópolis;120,59;90,91;97,44;85,71
3136553;José Raydan;131,82;71,11;57,45;102,00
3136652;Juatuba;104,53;101,53;67,40;90,41
3136702;Juiz de Fora;84,23;57,42;43,17;45,23
3136801;Juramento;172,97;84,00;55,00;63,16
3136900;Juruaia;101,83;96,73;103,05;60,00
3136959;Juvenília;70,89;95,24;123,21;146,97
3137007;Ladainha;117,65;104,00;74,77;75,71
3137106;Lagamar;170,00;118,64;108,70;94,64
3137205;Lagoa da Prata;108,90;110,83;71,79;68,91
3137304;Lagoa dos Patos;124,44;134,21;97,92;104,44
3137403;Lagoa Dourada;122,76;103,95;87,86;88,08
3137502;Lagoa Formosa;108,82;100,92;62,32;104,55
3137536;Lagoa Grande;111,00;76,61;76,53;106,74
3137601;Lagoa Santa;90,63;92,07;85,22;88,32
3137700;Lajinha;155,06;74,11;73,01;81,44
3137809;Lambari;100,71;78,21;99,51;107,01
3137908;Lamim;121,28;100,00;47,22;141,67
3138005;Laranjal;140,00;65,08;136,84;88,06
3138104;Lassance;101,11;113,51;85,19;112,86
3138203;Lavras;91,52;66,81;55,84;64,99
3138302;Leandro ferreira;141,38;138,71;95,83;235,00
3138351;Leme do Prado;225,00;70,59;102,70;163,64
3138401;Leopoldina;103,99;73,73;72,62;70,40
3138500;Liberdade;131,58;76,19;102,44;80,43
3138609;Lima Duarte;119,87;76,79;32,04;69,01
3138625;Limeira do Oeste;109,23;80,34;86,41;100,00
3138658;Lontra;84,91;90,15;88,89;102,94
3138674;Luisburgo;102,33;58,56;59,29;98,23
3138682;Luislândia;90,43;78,82;91,78;147,14
3138708;Luminárias;124,49;104,76;89,29;108,33
3138807;Luz;113,73;150,00;101,60;103,07
3139003;Machado;93,06;104,49;89,55;80,04
3139102;Madre de Deus de Minas;125,53;86,67;96,08;157,78
3139201;Malacacheta;80,40;98,10;98,61;88,39
3139250;Mamonas;100,00;98,46;92,86;96,30
3139300;Manga;110,12;80,39;95,53;100,70
3139409;Manhuaçu;104,67;36,25;13,92;85,24
3139508;Manhumirim;101,43;92,69;78,13;91,19
3139607;Mantena;119,08;98,50;82,54;90,15
3139706;Maravilhas;116,35;125,37;75,58;142,86
3139805;Mar de Espanha;127,05;93,49;86,62;80,89
3139904;Maria da Fé;98,30;81,58;56,65;83,89
3140001;Mariana;96,85;109,00;98,83;96,95
3140100;Marilac;144,68;64,71;45,00;120,00
3140159;Mário Campos;113,74;100,96;89,16;78,68
3140209;Maripá de Minas;155,56;103,13;133,33;146,67
3140308;Marliéria;105,71;111,11;79,63;141,18
3140407;Marmelópolis;100,00;97,44;73,33;145,71
3140506;Martinho Campos;88,34;94,84;104,38;124,59
3140530;Martins Soares;81,51;147,27;88,68;113,08
3140555;Mata Verde;144,32;29,55;77,88;120,00
3140605;Materlândia;115,38;80,65;107,89;95,24
3140704;Mateus Leme;104,23;54,41;41,13;90,02
3171501;Mathias Lobato;169,05;108,82;81,58;207,69
3140803;Matias Barbosa;100,74;119,38;78,85;101,40
3140852;Matias Cardoso;107,33;84,16;104,92;94,81
3140902;Matipó;93,27;92,03;86,77;135,06
3141009;Mato Verde;128,08;107,09;80,26;95,27
3141108;Matozinhos;98,16;52,19;47,84;64,43
3141207;Matutina;86,36;110,42;137,50;100,00
3138906;Maxacalis;100,98;87,50;72,62;62,96
3141306;Medeiros;137,50;47,62;75,61;114,71
3141405;Medina;286,27;111,20;94,78;106,44
3141504;Mendes Pimentel;110,45;90,54;106,00;106,12
3141603;Mercês;98,11;82,18;116,88;109,68
3141702;Mesquita;98,51;100,00;96,55;121,15
3141801;Minas Novas;104,51;91,17;72,46;92,04
3141900;Minduri;100,00;71,74;81,63;65,79
3142007;Mirabela;100,00;79,35;86,36;86,88
3142106;Miradouro;101,74;152,17;100,00;92,55
3142205;Miraí;91,91;103,23;87,25;88,46
3142254;Miravânia;153,85;103,92;113,46;86,27
3142304;Moeda;105,45;143,90;137,50;120,75
3142403;Moema;110,99;160,00;121,25;126,97
